title,description,short_description,category,stock,price,regular_price,sales_price,weight,length,width,height,sku,picture,tags,tax_status,tax_class
In The Early Hours,"A collection of inspirational advice by a dear and beloved teacher, Ustadh Khurram Murad on the subject of spiritual and self development.",,Books->The Quran,10,17.95,17.95,17.95,0.99,,,,9.78095E+12,9780953676804.jpg,Paperback|Khurram Murad|2000|176|The Islamic Foundation,non-taxable,zero-rate
Interpersonal Relations: An Islamic Perspective,"This book explains the Islamic code of conduct which should govern our social relations. Based on the Quran and Hadith, it instructs extensively in developing such moral and social traits and behaviour patterns which invest our social life with peace, harmony, love and joy.",,Books->The Quran,10,11.95,11.95,11.95,0.78,,,,9.78086E+12,9780860374800.jpg,Paperback|Khurram Murad|2005|64|The Islamic Foundation,non-taxable,zero-rate
Key To Al Baqarah: The Longest Surah of the Quran,"A short guide to understanding the contents and major themes of the longest Surah of the Quran. Al-Baqarahis important because it defines the meaning, mission and identity of the Muslim Ummah.",,Books->The Quran,10,11.95,11.95,11.95,0.72,,,,9.78086E+12,9780860372707.jpg,Paperback|Khurram Murad|1996|36|The Islamic Foundation,non-taxable,zero-rate
Love at Home,Eleven charming stories which highlight the mutual love and respect which should characterise family life. Full-colour illustrations.,,Books->The Quran,10,17.95,17.95,17.95,0.87,,,,9.78086E+12,9780860371229.jpg,Paperback|Khurram Murad|1983|48|The Islamic Foundation|8+,non-taxable,zero-rate
"Love Your Brother, Love Your Neighbour ","Six inspiring accounts, based on true stories, that demonstrate the value of love, sacrifice, respect, charity, compassion and kindness to all people.",,Books->The Quran,10,17.95,17.95,17.95,0.79,,,,9.78086E+12,9780860371151.jpg,Paperback|Khurram Murad|1982|32|The Islamic Foundation|8+,non-taxable,zero-rate
The Desert Chief: Story of Thumama Ibn Uthal ,Moving account of how a proud and powerful chieftain came to embrace Islam as a result of the humane treatment shown to him by the Prophet during his captivity.,,Books->The Quran,10,11.95,11.95,11.95,0.65,,,,9.78086E+12,9780860371366.jpg,Paperback|Khurram Murad|1984|24|The Islamic Foundation|10+,non-taxable,zero-rate
The Long Search: The Story of Salman the Persian,Traces the physical and spiritual journey of this well-known Companion of the Prophet in his search for Truth. 9 colour illustrations.,,Books->The Quran,10,17.95,17.95,17.95,0.77,,,,9.78086E+12,9780860371373.jpg,Paperback|Khurram Murad|1984|44|The Islamic Foundation|10+,non-taxable,zero-rate
The Longing Heart ,Tells the story of a young man who yearned to meet the new Prophet who had announced God's message to the people of Makkah. Includes 9 colour illustrations.,,Books->The Quran,10,11.95,11.95,11.95,0.63,,,,9.78086E+12,9780860371380.jpg,Paperback|Khurram Murad|1985|28|The Islamic Foundation|10+,non-taxable,zero-rate
The Wise Poet: Story of Al-Tufayl Bin Amr ,"The poet and tribal chief Al-Tufayl discovers that even the best poetry cannot compare with the beauty, truth and wisdom of the Qur'an. 7 colour illustrations.",,Books->The Quran,10,17.95,17.95,17.95,0.81,,,,9.78086E+12,9780860371502.jpg,Paperback|Khurram Murad|1985|24|The Islamic Foundation|10+,non-taxable,zero-rate
Who Is Muhammad,"This concise biography provides an inspiring introduction to the exemplary personality of the Prophet of Islam. This was the last book written by the late Khurram Murad as a final part of a trio on the Holy Quran, and the life and message of the Prophet Muhammad (pbuh). ",,Books->The Quran,10,11.95,11.95,11.95,0.67,,,,9.78086E+12,9780860372905.jpg,Paperback|Khurram Murad|1998|40|The Islamic Foundation,non-taxable,zero-rate
Key to Al-Kahf. Challenging Materialism and Godlessness,"Surah al-Kahf (chapter of the Cave) comes exactly midway through the Quran, and covers four historical events and two parables. As many ahadith encourage the memorization and recitation of this surah, either in whole or part on Fridays as protection against Dajjal (the Anti-Christ), it is essential to understand this surah and to implemement the antidote provided therein. It includes a brief note on the phenomenon of Dajjal based on authentic ahadith. Based on a seminar paper presented by Khurram Murad in the 1980s, this concise presentation clarifies the dynamic ideas portrayed in the majestic Quran through an examination of Surah al-kahf. Abdur Rashid Siddiqui has edited the text and completed those sections that were not in the original paper. The authors have concentrated on the message that the Quran expounds from various episodes narrated in this surah.",,Books->The Quran,10,17.95,17.95,17.95,0.58,,,,9.78086E+12,9780860374534.jpg,Paperback|Khurram Murad | Abdur Rashid Siddiqui|2011|59|The Islamic Foundation,non-taxable,zero-rate
Economic Development in an Islamic Framework,A thought-provoking discussion of the issues fundamental to the very nature and process of economic development in an Islamic framework. ,,Books->The Quran,10,11.95,11.95,11.95,0.47,,,,9.78086E+12,9780860370413.jpg,Paperback|Khurshid Ahmad|1977|24|The Islamic Foundation,non-taxable,zero-rate
Islam Its Meaning and Message ,"This book provides a window into the world of Islam. It covers the whole spectrum of its beliefs, values, social principles, cultural institutions, and contemporary problems. Edited by Khurshid Ahmad, this book brings together leading Muslim scholarship and covers ideology, culture, the concept of worship, social justice, women in Islam, political theory in Islam, and the objectives of the Islamic economic order. It also discusses what Islam gave to humanity, the Western world and its challenges to Islam, and Islam and the crisis of the modern world.",,Books->The Quran,10,17.95,17.95,17.95,0.74,,,,9.78086E+12,9780860372875.jpg,Paperback|Khurshid Ahmad|1976|280|The Islamic Foundation,non-taxable,zero-rate
Mawdudi: An Introduction to His Life and Thought,A booklet on select features of the life and thought of the great scholar and leader of the Islamic Movement. ,,Books->The Quran,10,11.95,11.95,11.95,0.62,,,,9.78086E+12,9780860370383.jpg,Paperback|Khurshid Ahmad | Zafar Ishaq Ansari|1979|44|The Islamic Foundation,non-taxable,zero-rate
Aisha Goes in Search of Colour,Bubblesville is the capital of Nectarland. It is known to be the most colourful place in the whole world. It is home to the world's most special and unusual insects. Aisha is one of them! Come and discover how Aisha learns to live with being different in this charming tale set amongst the world of insects.,,Books->The Quran,10,17.95,17.95,17.95,0.72,,,,9.78086E+12,9780860374725.jpg,Hardback|Lisa Dhar|2008|32|The Islamic Foundation|3+,non-taxable,zero-rate
Assalamu Alaikum,"Guidance for young children on how to offer greetings of peace to family members, friends and acquaintances. ",,Books->The Quran,10,11.95,11.95,11.95,0.59,,,,9.78086E+12,9780860373476.jpg,Hardback|M S Kayani|2002|22|The Islamic Foundation|3+,non-taxable,zero-rate
Essays in Islamic Economics ,"A systematic and rigorous exposition of various aspects of the economics of Islam. These essays not only provide an overview of the various dimensions of Islamic economics but also convincingly establish the viability of the application of these concepts in the contemporary set-up. '...precisely the kind of book that Western economists have been waiting for because it presents Islamic economics on a level playing field with Keynesian and neo-classical economics' -Professor John Presley, University of Loughborough, U.K",,Books->The Quran,10,17.95,17.95,17.95,0.53,,,,9.78086E+12,9780860372462.jpg,Paperback|M. Fahim Khan|1995|264|The Islamic Foundation,non-taxable,zero-rate
The Childrens Book of Islam (Part 1),Elementary book of Islamic beliefs. Suitable for Key Stage 2 (includes workbook),,Books->The Quran,10,11.95,11.95,11.95,0.41,,,,9.78095E+12,9780950395418.jpg,Paperback|M. Manazir Ahsan|1980|56|The Islamic Foundation|5+,non-taxable,zero-rate
The Childrens Book of Islam (Part 2),Elementary book of Islamic worship. Suitable for Key Stage 2 &3 (includes workbook) ,,Books->The Quran,10,17.95,17.95,17.95,0.66,,,,9.78086E+12,9780860370376.jpg,Paperback|M. Manazir Ahsan|1981|72|The Islamic Foundation|8+,non-taxable,zero-rate
Objectives of the Islamic Economic Order,"A booklet on the nature, main features and objectives of the Islamic economic order, discusses universal brotherhood, justice, equitable distribution of income and freedom of the individual in the context of social welfare.",,Books->The Quran,10,11.95,11.95,11.95,0.53,,,,9.78086E+12,9780860370512.jpg,Paperback|M. Umer Chapra|1979|28|The Islamic Foundation,non-taxable,zero-rate
Stories of the Caliphs,"Five striking stories which illustrate the simplicity and devotion of the caliphs Abu Bakr, Umar and Umar the second. Illustrated in colour. ",,Books->The Quran,10,17.95,17.95,17.95,0.7,,,,9.78086E+12,9780860371168.jpg,Paperback|M.S Kayani | Khurram Murad|1982|48|The Islamic Foundation|8+,non-taxable,zero-rate
The Brave Boy ,Inspiring stories from the childhood and youth of the great caliph and companion Sayedena Ali.,,Books->The Quran,10,11.95,11.95,11.95,0.56,,,,9.78086E+12,9780860371120.jpg,Paperback|M.S Kayani | Khurram Murad|1982|36|The Islamic Foundation|8+,non-taxable,zero-rate
A Great Friend of Children,Eight stories which show the great degree of love and kindness which the Prophet (pbuh) showed to children.,,Books->General,10,19.95,19.95,19.95,0.97,,,,9.78086E+12,9780860374329.jpg,Hardback|M.S. Kayani|2008|48|The Islamic Foundation|5+,non-taxable,zero-rate
British Muslims Between Assimilation and Seggregation,"""Seddon, Hussain and Malik stress the importance of Muslim engagement in British society, and draw upon their extensive knowledge of Islam, social sciences, and the law, to demonstrate both the challenges and the possibilities &hellip; their ideas deserve to form the basis for debate about the future of Islam in the UK. This book will be valuable to students in Islamic studies, sociology, race and ethnicity, politics and law, but also warrants a much wider general readership."" -Dr Sophie-Gilliat Ray, Department of Religious & Theological Studies, Cardiff University",,Books->General,10,13.95,13.95,13.95,0.84,,,,9.78086E+12,9780860373544.jpg,Paperback|M.Siddiqu Seddon | Dilwar Hussain | Nadeem Malik|2004|264|The Islamic Foundation,non-taxable,zero-rate
British Muslims Loyalty and Belonging," This book addresses a number of the pertinent issues relating to the current status of British Muslims who are under increasing public scrutiny in expressed terms of their allegiances and loyalties. The notions of loyalty and belonging are approached from two perspectives: the traditional Islamic view from the Shari'ah and a contemporary perspective bearing in mind the sociological, political and legal dimensions of the discussion. ",,Books->General,10,4.95,4.95,4.95,0.23,,,,9.78086E+12,9780860373087.jpg,Paperback|M.Siddiqu Seddon | Dilwar Hussain | Nadeem Malik|2003|116|The Islamic Foundation,non-taxable,zero-rate
Marvellous Stories from the Life of Muhammad,"A lively account of memorable events in the Prophet's life, beautifully told. ""These tales... are a delight to read, giving imaginative vitality to the bare facts so often related in other accounts of the Prophet's life"".",,Books->Economics,10,8.95,8.95,8.95,0.24,,,,9.78086E+12,9780860471038.jpg,Paperback|Mardijah Aldrich Tarantino|1982|120|The Islamic Foundation|8+,non-taxable,zero-rate
Morals and Manners in Islam: A Guide to Islamic Adab,"A compendium of rules regulating Islamic conduct at the personal, familial, social and other levels. It is a brief yet comprehensive handbook for Muslims and those non-Muslims interested in acquiring a broad knowledge of the Muslim way of life. The book&rsquo;s contents, derived mainly from the Quran and the Sunnah, the main sources of Islamic jurisprudence, are listed in point format. A useful reference work for every Muslim family.",,Books->General,10,3.5,3.5,3.5,0.11,,,,9.78086E+12,9780860371687.jpg,Paperback|Marwan Ibrahim Al-Kaysi|1986|200|The Islamic Foundation,non-taxable,zero-rate
Our Granddad,"This story takes up the sensitive subjects of sickness, old age and death. At the same time it beautifully highlights the full ethos of a Muslim family, with noble values such as respect for elders, affection towards the young, warm social relations, effective communication and strong bonding. Narrated in a captive style, this story is both delightful and instructive.  Includes 14 colour illustrations",,Books->General,10,4.95,4.95,4.95,0.19,,,,9.78086E+12,9780860374053.jpg,Hardback|Maryam Ahmad|2006|29|The Islamic Foundation|5+,non-taxable,zero-rate
A Trust of Treasures,"<p>Here is a tale of praise and gratitude, <br />To the Power of the One, <br />Who created the magnificent riches of the earth and the skies and then, <br />Like a hidden treasure wanting to be known, <br />Created us. <br />And it is we alone among all creatures <br />Who can reflect, <br />And accept stewardship, <br />And bow down in love and awe.<br />&nbsp;<br />A world waiting to be discovered, enjoyed and respected, but too often taken for granted; <br /><br />Beautifully written, discover our relationship with the treasures of this world!",,Books->Comparative Religion,10,13.95,13.95,13.95,0.62,,,,9.78086E+12,9780860374626.jpg,Hardback|Mehded Maryam Sinclair|2009|30|The Islamic Foundation|5+,non-taxable,zero-rate
Miraculous Happenings in the year of the elephant,"The greedy and power-hungry vice-regent Abrahah intends to divert the worlds pilgrims from Kaba, the House of Allah, in Makka, to the cathedral his slaves have built for him. But when the cathedrals spires finally slice the brilliant Yemeni skies and the magnificent doors are opened, the throngs Abrahah has been boasting about do not arrive. In a rage, he vows to destroy the Kaba, but Allah, theCauser of all causes, has other plans. True happenings, stranger by far than fiction, demonstrate that if He says, it is, it surely is.",,Books->Children->General Islamic Studies,10,3.95,3.95,3.95,0.23,,,,9.78086E+12,9780860374916.jpg,Hardback|Mehded Maryam Sinclair|2008|28|The Islamic Foundation|5+,non-taxable,zero-rate
The Hijab Boutique,"Farah enjoyed her private girls school until the day an assignment to bring in something representing her mother to talk about for International Woman's Day. Compared to her friend's glamorous actress and tap-dancing mothers, what can her modest, humble mother have that is worth sharing with her classmates? To her surprise, her mother was quite a business woman!    ""The Hijab Boutique"" is a wonderful book that will appeal to young readers age 10 and up. Black and white illustrations add to the messages impact. One of the striking attributes of ""The Hijab Boutique"" is its sensitive treatment of the topic of respecting cultural differences, and rethinking automatic responses."" - Midwest Book Review -August 2011 issue",,Books->History,10,14.99,14.99,14.99,0.45,,,,9.78086E+12,9780860374688.jpg,Paperback|Michelle Khan|2011|64|The Islamic Foundation|8+,non-taxable,zero-rate
"Abu Hanifah - His Life, Legal Method and Legacy","Abu Hanifah, Numan ibn Thabit (d. 150/767) is one of the great pioneers in the history of Islamic Law. He was among the first to deploy the recognized methods of legal reasoning consistently, and to gather the judgements and rulings of his time into a systematic corpus. The fiqh that evolved from his style of reasoning, carried on by his brilliant students, became associated with his name. The Hanafi school is the one most widely followed among the worlds Sunni Muslims. This study of Abu Hanifahs life and legacy is based on the traditional sources. It includes a short survey of how Hanafi fiqh evolved in different regions of the Islamic world. It offers a clear reminder of the criteria and conditions traditionally applied before any ruling gained general acceptance. Mohammed Akram Nadwi, former student then teacher of Hanafi and Shafii law at the prestigious Nadwat al-Ulama (Lucknow, India), is currently a Research Fellow at the Oxford Centre for Islamic Studies. He is the author (in Arabic) of several biographies, and editions and translations of classical hadith and fiqh works. His most recent publications in English are a multi-volume primer of Hanafi fiqh, al-Fiqh al-Islami, (2007), and al-Muhaddithat: the Women Scholars in Islam (2007).",,Books->History,10,34.99,34.99,34.99,0.6,,,,9.78185E+12,9781847740175.jpg,Paperback|Mohammad Akram Nadwi|2011|148|Kube Publishing ,non-taxable,zero-rate
A Textbook of Hadith Studies,"A Textbook of Hadith Studies is an authoritative book on Hadith criticism, classification, compilation and authenticity. It provides a wide-ranging coverage of Hadith methodology and literature for intermediate and advanced levels of study. Readership: For all those interested in Hadith, Islamic law, History and classical Islamic intellectual tradition.",,Books->General,10,9.95,9.95,9.95,0.37,,,,9.78086E+12,9780860374350.jpg,Paperback|Mohammad Hashim Kamali|2005|272|The Islamic Foundation,non-taxable,zero-rate
The Colour Blind Boy,"Abdullah has just moved to a new school. As a newcomer, he find himself victim of gang who starts bullying him. Help comes from an unexpected quarters, a new friendship is struck between Abdullah and his friend, together they confront the bullies and the friendship is develloped in its true Islamic Meaning.",,Books->Economics,10,11.95,11.95,11.95,0.3,,,,9.78086E+12,9780860373841.jpg,Hardback|Mohammed Yaseen|2005|30|The Islamic Foundation|8+,non-taxable,zero-rate
Introducing Islam from Within ,"Condenses, profiles and synthesises the essentials of Islam as a religion and a way of life. It shares the insights and meanings gleaned from within the faith in a way to which others can relate. ",,Books->Economics,10,5.95,5.95,5.95,0.19,,,,9.78086E+12,9780860372097.jpg,Paperback|Mona Abul-Fadl|1991|136|The Islamic Foundation,non-taxable,zero-rate
The Quran An Eternal Challenge,"A valuable work for gaining a better understanding of the Quran. Demonstrates how the Quran stands out as a divine work, surpassing all products of the human mind. ",,Books->Economics,10,13.95,13.95,13.95,0.62,,,,9.78086E+12,9780860373414.jpg,Paperback|Muhammad Abdullah Draz|2001|192|The Islamic Foundation,non-taxable,zero-rate
Rural Development Through Islamic Banks,Rural Development Through Islamic Banks,,Books->Economics,10,19.95,19.95,19.95,0.55,,,,9.78086E+12,9780860372394.jpg,Paperback|Muhammad Akram Khan|1994|64|The Islamic Foundation,non-taxable,zero-rate
Remembrance and Prayer: The Way of Prophet Muhammad,An in-depth description how the Prophet Muhammad used to remember Allah and pray to Him. The intimate relationship with Allah which was the hallmark of the Prophetic life becomes clear and vivid.,,Books->Economics,10,13.95,13.95,13.95,0.44,,,,9.78086E+12,9780860371717.jpg,Paperback|Muhammad Al-Ghazali|1986|232|The Islamic Foundation,non-taxable,zero-rate
A Course in Ilm Al-Tajwid:The Science of Reciting the Quran,"The first teaching manual of its kind in English, accompanied by 3CDs ;recited by Al-Shaykh Sayyid Karrar from Egypt.Key Features-  17 Units explain the most important themes; and 75 rules make recitation clear and easy, Extensive practice texts from the Quran in Arabic, Over 1000 Quranic references; 3 hours of audio for the practice texts for all 75 rules; Includes an introduction to Ilm al-Tajwid, biographies of prominent reciters, diagrams, illustrations and tables, making recitation easy.",,Books->Children->Information Books,10,2.99,2.99,2.99,0.23,,,,9.78086E+12,9780860371854.jpg,Paperback|Muhammad I. H. I Surty|1988|256|The Islamic Foundation,non-taxable,zero-rate
"The Muslim 100:  The Lives, Thoughts and Achievements of the most Influential Muslims in History","Who are the Muslim worlds most influential people? What were their ideas, thoughts and achievements? Why is it important to know about Islamic thought, history, culture and civilization? Find out by reading this book.",,Books->Children->Islamic Beliefs,10,2.99,2.99,2.99,0.23,,,,9.78185E+12,9781847740076.jpg,Hardback|Muhammad Mojlum Khan|2008|450|Kube Publishing ,non-taxable,zero-rate
"The Muslim 100:  The Lives, Thoughts and Achievements of the most Influential Muslims in History","Who are the Muslim worlds most influential people? What were their ideas, thoughts and achievements? Why is it important to know about Islamic thought, history, culture and civilisation? Find out by reading this book.",,Games & Posters,10,4.25,4.25,4.25,0.3,,,,9.78185E+12,9781847740069.jpg,Paperback|Muhammad Mojlum Khan|2008|450|Kube Publishing ,non-taxable,zero-rate
Insurance in an Islamic Economy ,Discusses the nature of risks that are covered by insurance as distinguished from gambling and reorganising insurance in accordance with Islamic principles.,,Books->General,10,5.95,5.95,5.95,0.28,,,,9.78086E+12,9780860371441.jpg,Hardback|Muhammad Nejatullah Siddiqi|1985|74|The Islamic Foundation,non-taxable,zero-rate
Role of the State in the Economy: An Islamic Perspective,Presents an important subject against the background of the collapse of state-managed economics. Articles included in this collection discuss how Islam seeks to orient economic agents towards ethical and socially responsible behaviour.,,Books->General,10,4.95,4.95,4.95,0.12,,,,9.78086E+12,9780860372523.jpg,Paperback|Muhammad Nejatullah Siddiqi|1996|175|The Islamic Foundation,non-taxable,zero-rate
Role of the State in the Economy: An Islamic Perspective ,Presents an important subject against the background of the collapse of state-managed economics. Articles included in this collection discuss how Islam seeks to orient economic agents towards ethical and socially responsible behaviour. ,,Books->The Quran,10,1.95,1.95,1.95,0.07,,,,9.78086E+12,9780860372516.jpg,Hardback|Muhammad Nejatullah Siddiqi|1996|175|The Islamic Foundation,non-taxable,zero-rate
Abu Bakr: The First Caliph,A brief biography of this prominent and beloved Companion of the Prophet Muhammad and first Caliph after the Prophet's death. ,,Books->The Quran,10,2.95,2.95,2.95,0.1,,,,9.78095E+12,9780950395449.jpg,Paperback|Muhammad Rashid Feroze|1982|44|The Islamic Foundation|12+,non-taxable,zero-rate
The Prophet Muhammad A Role Model for Muslim Minorities,"This book  studies the Prophet's illustrious life from a refreshingly new angle. It identifies what guidance the Prophets example offers for Muslims living as a minority. So doing, the author examines insightfully how Islam was practised in Makkah, how Muslims led their lives as migrants in Abyssinia and how Muslim minorities were treated by the Islamic state of Madinah. The book, based on original Arabic sources, guides Muslims extensively how to co-exist peacefully with non-Muslims.",,Books->The Quran,10,2.5,2.5,2.5,0.08,,,,9.78086E+12,9780860375302.jpg,Hardback|Muhammad Yasin Mazhar Siddiqi|2006|248|The Islamic Foundation,non-taxable,zero-rate
The Prophet Muhammad A Role Model for Muslim Minorities ,"This book  studies the Prophet's illustrious life from a refreshingly new angle. It identifies what guidance the Prophets example offers for Muslims living as a minority. So doing, the author examines insightfully how Islam was practised in Makkah, how Muslims led their lives as migrants in Abyssinia and how Muslim minorities were treated by the Islamic state of Madinah. The book, based on original Arabic sources, guides Muslims extensively how to co-exist peacefully with non-Muslims.",,Books->The Quran,10,3.75,3.75,3.75,0.11,,,,9.78086E+12,9780860375357.jpg,Paperback|Muhammad Yasin Mazhar Siddiqi|2006|248|The Islamic Foundation,non-taxable,zero-rate
Distributive Justice and Need Fulfillment in an Islamic Economy,Contains some of the papers presented to the Second International Conference on Islamic Economics held in Islamabad in 1983. Reflects Muslim thinking on some of the most important contemporary economic issues. ,,Books->General,10,7.95,7.95,7.95,0.41,,,,9.78086E+12,9780860371908.jpg,Hardback|Munawar Iqbal|1988|384|The Islamic Foundation,non-taxable,zero-rate
Distributive Justice and Need Fulfillment in an Islamic Economy (Paperback),Contains some of the papers presented to the Second International Conference on Islamic Economics held in Islamabad in 1983. Reflects Muslim thinking on some of the most important contemporary economic issues.,,Books->General,10,4.95,4.95,4.95,0.25,,,,9.78086E+12,9780860371915.jpg,Paperback|Munawar Iqbal|1988|384|The Islamic Foundation,non-taxable,zero-rate
Islamic Banking and Finance: Current Developments in Theory and Practice ,"This book is an attempt to provide an overview of such developments, which were discussed in the 4th International Conference on Islamic Economics and Banking held at Loughborough University, UK during August 13-15, 2000. The book particularly discusses the performance, prospects and challenges facing the Islamic financial industry and highlights the opportunities offered by Islamic financial instruments as an alternative way to financial intermediation.  Main contents include Decision making under uncertainty, Social norms and trading rules: the means to reduce moral hazard in Islamic financial products, Incentive-compatible profit-sharing contracts, Regulation of the stock market in an Islamic economy and more…",,Books->General,10,4.95,4.95,4.95,0.3,,,,9.78086E+12,9780860373810.jpg,Paperback|Munawar Iqbal|2001|467|The Islamic Foundation,non-taxable,zero-rate
Islamic Economic Institutions and the Elimination of Poverty (Hardback),This book focuses on the Islamic approach towards poverty elimination and the role played by some built-in institutions of the Islamic system in this respect. It presents both the theoretical framework and empirical evidence to highlight the role of these important institutional arrangements in poverty elimination and in reaching a socially acceptable income distribution within the Islamic Economics paradigm.,,Books->Children->Islamic History-True Stories,10,2.25,2.25,2.25,0.11,,,,9.78086E+12,9780860373124.jpg,Hardback|Munawar Iqbal|2002|333|The Islamic Foundation,non-taxable,zero-rate
Islamic Economic Institutions and the Elimination of Poverty (Paperback),This book focuses on the Islamic approach towards poverty elimination and the role played by some built-in institutions of the Islamic system in this respect. It presents both the theoretical framework and empirical evidence to highlight the role of these important institutional arrangements in poverty elimination and in reaching a socially acceptable income distribution within the Islamic Economics paradigm. ,,Books->Children->Islamic History-True Stories,10,2.25,2.25,2.25,0.07,,,,9.78086E+12,9780860373179.jpg,Paperback|Munawar Iqbal|2002|333|The Islamic Foundation,non-taxable,zero-rate
Journey to Islam,"Rich in remarkable and thought-provoking events, including compelling encounters with Islamic philosophy, led Mr. Hofmann to embrace Islam. His diary is a lively introduction to Islam, developed in the spiritual confrontation of a Muslim intellectual of European background with the idealogy and value system of post-industrial Western society. ",,Books->General,10,9.99,9.99,9.99,0.23,,,,9.78086E+12,9780860373261.jpg,Paperback|Murad Wilfried Hofmann|2001|256|The Islamic Foundation,non-taxable,zero-rate
Five Pillars. Laying the Foundations of Divine Love and Service to Humanity,"The Five Pillars of Islam is a comprehensive and practical manual on the five pillars, or the fundamentals of belief and practice of a Muslim, and provides an understanding of the spirit of worship. Written with a contemporary Muslim audience in mind, the creed is based on the orthodox Sunni Maturidi School of Theology, and the legal rulings upon the Hanafi Legal School. It is an invaluable reference for every home and madrasa.",,Books->Children->The Prophet's Biography,10,3.95,3.95,3.95,0.17,,,,9.78185E+12,9781847740236.jpg,Paperback|Musharraf Hussain|2012|285|Kube Publishing ,non-taxable,zero-rate
Seven Steps to Moral Intelligence ,"How do we develop a good understanding of right and wrong? How do we change ourselves so that we can live by the universal moral values of Islam? This straightforward guide tell us how to do this in seven steps including self-motivation, realising that we need to change and that change is possible for us, self-examination, self-control, how to go about changing ourselves, and monitoring our progress. Based on the teachings of Imam al-Ghazali and upon years of practical experience in teaching young Muslims, Dr Musharraf Hussain has given us a contemporary and accessible way to understand and apply Islamic teachings to character building.",,Books->Children->Information Books,10,3.95,3.95,3.95,0.25,,,,9.78185E+12,9781847740090.jpg,Paperback|Musharraf Hussain|2009|128|Kube Publishing ,non-taxable,zero-rate
Muhammad (pbuh): The Perfect Model for Humanity,"This booklet tells how the Prophet has been the most influential figure in human history, representing a unique yet harmonious blending of roles as diverse as spiritual guide and military commander, devout worshipper and head of state.",,Books->General,10,1.95,1.95,1.95,0.07,,,,9.78086E+12,9780860372240.jpg,Paperback|Mustafa Ahmad al-Zarqa|1992|36|The Islamic Foundation,non-taxable,zero-rate
Muslim Nursery Rhymes,"Fifteen traditional English nursery rhymes, adapted with Islamic themes.",,Books->Children->The Prophet's Biography,10,5.95,5.95,5.95,0.43,,,,9.78086E+12,9780860373421.jpg,Hardback|Mustafa Yusuf McDermont|2002|29|The Islamic Foundation|3+,non-taxable,zero-rate
"Sharing Eden: Green teachings from Jews, Christians and Muslims","Sharing Eden sets out to show how respect for the environment is at the heart of the Jewish, Christian and Muslim faiths. Todays environmental concerns can trace their heritage through scriptures, teachings and actions known to generations across the centuries. The millions of followers of the Abrahamic faiths have the potential to turn their common environmental awareness into a worldwide force for the future of the planet they share with all people of faith and of none. Combining a lightness of touch with some of the most beautiful and enlightening texts from the Abrahamic scriptures, Sharing Eden is just a beginning.  ""Finding common ground between Christianity, Islam and Judaism is a critical priority for the whole world  and nowhere is that common ground more evident or inspiring than on environmental issues."" Jonathon Porritt",,Books->General,10,6.5,6.5,6.5,0.3,,,,9.78185E+12,9781847740410.jpg,"Paperback|Natan Levy, David Shreeve | Harfiyah Haleem|2012|104|Kube Publishing ",non-taxable,zero-rate
Perspectives on Morality and Human Well Being ,This title presents the ethical foundations of economics in general and of Islamic economics in particular. It explicitly recognises that individual economic well-being has a deep moral basis which is rooted in religious belief.,,Books->Hadith & Seerah,10,1.95,1.95,1.95,0.07,,,,9.78086E+12,9780860373872.jpg,Paperback|Prof. Syed Nawab Haider Naqvi|2003|334|The Islamic Foundation,non-taxable,zero-rate
Perspectives on Morality and Human Well-Being ,This title presents the ethical foundations of economics in general and of Islamic economics in particular. It explicitly recognises that individual economic well-being has a deep moral basis which is rooted in religious belief. ,,Books->Hadith & Seerah,10,39.95,39.95,39.95,1.42,,,,9.78086E+12,9780860373285.jpg,Hardback|Prof. Syed Nawab Haider Naqvi|2003|334|The Islamic Foundation,non-taxable,zero-rate
Words That Moved The World,"This book throws light on the relation between the message and the life of the Messenger, and contains suggestions on how to study the Quran. The themes of the Quran have been presented in a historical perspective, in a simple language.",,Books->Children->The Prophet's Biography,10,3.95,3.95,3.95,0.21,,,,9.78086E+12,9780860372929.jpg,Paperback|Qazi Ashfaq Ahmad|1998|142|The Islamic Foundation,non-taxable,zero-rate
Allah Gave Me Two Hands and Feet,"A wonderful account of the sense of touch given to us by Allah, which can be explored endlessly with young children, encouraging them to give thanks to our Creator. Includes 12 colour illustrations",,Books->General,10,12.99,12.99,12.99,0.32,,,,9.78086E+12,9780860373483.jpg,Hardback|Raana Bokhari|2003|32|The Islamic Foundation|3+,non-taxable,zero-rate
Hilmy The Hippo Becomes A Hero,"In this new adventure, Hilmy learns how to deal with bullying and how he should act if others need help. He soon realises the blessings of friendship and that God doesn't love those who aren't nice to others. Includes 12 colour illustrations.",,Books->Children->Poetry & Anthologies,10,3.95,3.95,3.95,0.29,,,,9.78086E+12,9780860373438.jpg,Hardback|Rae Norridge|2003|24|The Islamic Foundation|3+,non-taxable,zero-rate
Hilmy The Hippo Learns About Creation,"This is another exciting tale of adventure and discovery for Hilmy the Hippo. In this charming story, Hilmy finds the answers to the many questions he asks his friends about the creation. Includes 12 colour illustrations.",,Multi Media->Audio,10,25.53,25.53,25.53,0.36,,,,9.78086E+12,9780860373131.jpg,Hardback|Rae Norridge|2003|24|The Islamic Foundation|3+,non-taxable,zero-rate
